trade_zeile,symbol,entry_time,exit_time,result,pnl_pct,entry_price,exit_price,kerzen,ausgefuehrt
70,TRXUSDT,2024-01-13,2024-01-15,stop_loss,-5.3,0.11424,0.10852799999999999,3,True
71,UNIUSDT,2024-02-09,2024-02-24,time_exit,68.91,6.654,11.259,16,True
72,BNBUSDT,2024-02-09,2024-02-24,time_exit,17.51,324.0,381.7,16,True
73,NEARUSDT,2024-02-12,2024-02-13,stop_loss,-5.3,3.381,3.21195,2,True
74,WLDUSDT,2024-02-12,2024-02-27,time_exit,174.1,2.617,7.181,16,True
75,NEARUSDT,2024-02-14,2024-02-17,stop_loss,-5.3,3.334,3.1673,4,True
76,DOGEUSDT,2024-02-14,2024-02-29,time_exit,36.92,0.0855,0.11732,16,True
77,XRPUSDT,2024-02-15,2024-02-21,stop_loss,-5.3,0.5622,0.53409,7,True
78,SOLUSDT,2024-02-28,2024-03-05,stop_loss,-5.3,119.03,113.07849999999999,7,True
79,LINKUSDT,2024-03-02,2024-03-03,stop_loss,-5.3,21.398,20.3281,2,True
80,LINKUSDT,2024-03-10,2024-03-12,stop_loss,-5.3,21.68,20.596,3,True
81,UNIUSDT,2024-05-20,2024-05-23,stop_loss,-5.3,9.328,8.8616,4,True
82,ETHUSDT,2024-05-20,2024-06-04,time_exit,3.75,3661.78,3810.23,16,True
83,ZECUSDT,2024-05-20,2024-05-23,stop_loss,-5.3,25.03,23.7785,4,True
84,AAVEUSDT,2024-05-20,2024-05-22,stop_loss,-5.3,98.03,93.1285,3,True
85,BNBUSDT,2024-05-21,2024-05-23,stop_loss,-5.3,618.5,587.5749999999999,3,True
86,ZECUSDT,2024-05-24,2024-05-26,stop_loss,-5.3,27.75,26.362499999999997,3,True
87,PROMUSDT,2024-05-25,2024-06-08,stop_loss,-5.3,10.869,10.32555,15,True
88,BNBUSDT,2024-06-03,2024-06-12,stop_loss,-5.3,626.4,595.0799999999999,10,True
89,TRXUSDT,2024-06-22,2024-07-07,time_exit,3.88,0.11966,0.12466,16,True
90,SOLUSDT,2024-07-15,2024-07-30,time_exit,12.11,159.38,179.16,16,True
91,AAVEUSDT,2024-08-01,2024-08-02,stop_loss,-5.3,116.82,110.97899999999998,2,True
92,PEPEUSDT,2024-08-23,2024-08-26,stop_loss,-5.3,9.08e-06,8.625999999999998e-06,4,True
93,DOGEUSDT,2024-08-23,2024-08-26,stop_loss,-5.3,0.11293,0.1072835,4,True
94,NEARUSDT,2024-08-23,2024-08-27,stop_loss,-5.3,4.838,4.5961,5,True
95,WLDUSDT,2024-08-24,2024-08-25,stop_loss,-5.3,1.912,1.8163999999999998,2,True
96,SOLUSDT,2024-09-19,2024-10-03,stop_loss,-5.3,142.89,135.7455,15,True
97,WLDUSDT,2024-09-19,2024-09-22,stop_loss,-5.3,1.597,1.51715,4,True
98,ENAUSDT,2024-09-19,2024-10-04,time_exit,24.54,0.248,0.3096,16,True
99,ETHUSDT,2024-09-20,2024-10-01,stop_loss,-5.3,2561.4,2433.33,12,True
100,PEPEUSDT,2024-09-20,2024-09-22,stop_loss,-5.3,8.25e-06,7.8375e-06,3,True
101,NEARUSDT,2024-09-21,2024-09-22,stop_loss,-5.3,4.666,4.4327000000000005,2,True
102,WLDUSDT,2024-09-23,2024-10-01,stop_loss,-5.3,1.709,1.62355,9,True
103,ADAUSDT,2024-09-24,2024-10-01,stop_loss,-5.3,0.3878,0.36840999999999996,8,True
104,LINKUSDT,2024-09-24,2024-10-01,stop_loss,-5.3,12.15,11.5425,8,True
105,PEPEUSDT,2024-09-26,2024-10-02,stop_loss,-5.3,9.52e-06,9.044e-06,7,True
106,UNIUSDT,2024-09-26,2024-10-01,stop_loss,-5.3,7.357,6.9891499999999995,6,True
107,DOGEUSDT,2024-09-26,2024-10-01,stop_loss,-5.3,0.11818,0.11227099999999998,6,False
108,TRXUSDT,2024-09-29,2024-10-14,time_exit,2.32,0.1565,0.1606,16,False
109,UNIUSDT,2024-10-10,2024-10-13,stop_loss,-5.3,8.133,7.726349999999999,4,True
110,SUIUSDT,2024-10-11,2024-10-22,stop_loss,-5.3,2.054,1.9512999999999998,12,True
111,WLDUSDT,2024-10-14,2024-10-15,stop_loss,-5.3,2.416,2.2952,2,True
112,ADAUSDT,2024-10-20,2024-10-23,stop_loss,-5.3,0.3649,0.346655,4,True
113,SOLUSDT,2024-10-20,2024-11-03,stop_loss,-5.3,167.4,159.03,15,True
114,LINKUSDT,2024-10-20,2024-10-23,stop_loss,-5.3,11.98,11.381,4,True
115,TRXUSDT,2024-10-24,2024-11-08,time_exit,-2.55,0.1646,0.1609,16,True
116,PROMUSDT,2024-10-25,2024-10-26,stop_loss,-5.3,8.6,8.17,2,True
117,LINKUSDT,2024-10-30,2024-10-31,stop_loss,-5.3,12.39,11.7705,2,True
118,SUIUSDT,2024-11-06,2024-11-21,time_exit,57.03,2.3042,3.6252,16,True
119,BTCUSDT,2024-11-06,2024-11-21,time_exit,29.8,75571.99,98317.12,16,True
120,ENAUSDT,2024-11-06,2024-11-21,time_exit,21.65,0.4856,0.5922,16,True
121,SOLUSDT,2024-11-06,2024-11-21,time_exit,37.1,186.59,256.37,16,True
122,ZECUSDT,2024-11-06,2024-11-12,stop_loss,-5.3,43.24,41.078,7,True
123,UNIUSDT,2024-11-06,2024-11-07,stop_loss,-5.3,9.288,8.823599999999999,2,True
124,AAVEUSDT,2024-11-06,2024-11-14,stop_loss,-5.3,173.71,165.0245,9,True
125,ETHUSDT,2024-11-07,2024-11-22,time_exit,14.63,2895.47,3327.78,16,True
126,ADAUSDT,2024-11-07,2024-11-22,time_exit,150.01,0.4065,1.0175,16,False
127,BNBUSDT,2024-11-09,2024-11-21,stop_loss,-5.3,624.66,593.4269999999999,13,True
128,WLDUSDT,2024-11-11,2024-11-12,stop_loss,-5.3,2.492,2.3674,2,False
129,TRXUSDT,2024-11-12,2024-11-13,stop_loss,-5.3,0.1873,0.17793499999999998,2,True
130,PROMUSDT,2024-11-25,2024-11-26,stop_loss,-5.3,6.268,5.954599999999999,2,True
131,ENAUSDT,2024-11-27,2024-12-12,time_exit,46.01,0.7083,1.0363,16,True
132,PROMUSDT,2024-11-27,2024-12-09,stop_loss,-5.3,6.496,6.1712,13,True
133,WLDUSDT,2024-11-28,2024-11-29,stop_loss,-5.3,2.943,2.7958499999999997,2,True
134,BNBUSDT,2024-12-03,2024-12-05,stop_loss,-5.3,734.64,697.9079999999999,3,True
135,SUIUSDT,2024-12-05,2024-12-09,stop_loss,-5.3,4.2274,4.01603,5,True
136,PEPEUSDT,2024-12-07,2024-12-09,stop_loss,-5.3,2.489e-05,2.36455e-05,3,True
137,BTCUSDT,2024-12-15,2024-12-19,stop_loss,-5.3,104463.99,99240.7905,5,True
138,BTCUSDT,2025-01-17,2025-01-27,stop_loss,-5.3,104077.48,98873.60599999999,11,True
139,ETHUSDT,2025-02-23,2025-02-24,stop_loss,-5.3,2819.69,2678.7055,2,True
140,ZECUSDT,2025-03-02,2025-03-03,stop_loss,-5.3,41.27,39.2065,2,True
141,PEPEUSDT,2025-04-22,2025-04-24,stop_loss,-5.3,8.81e-06,8.3695e-06,3,True
142,BNBUSDT,2025-04-22,2025-05-04,stop_loss,-5.3,618.51,587.5844999999999,13,True
143,DOGEUSDT,2025-04-22,2025-04-30,stop_loss,-5.3,0.17863,0.1696985,9,True
144,LINKUSDT,2025-04-22,2025-05-06,stop_loss,-5.3,14.13,13.4235,15,True
145,AAVEUSDT,2025-04-22,2025-05-07,time_exit,8.5,158.2,172.12,16,True
146,WLDUSDT,2025-04-22,2025-05-07,time_exit,10.43,0.839,0.929,16,True
147,SUIUSDT,2025-04-22,2025-05-07,time_exit,24.59,2.6674,3.3314,16,True
148,ADAUSDT,2025-04-23,2025-05-05,stop_loss,-5.3,0.6977,0.6628149999999999,13,True
149,UNIUSDT,2025-04-23,2025-04-24,stop_loss,-5.3,6.033,5.73135,2,False
150,ENAUSDT,2025-04-24,2025-04-28,stop_loss,-5.3,0.3566,0.33876999999999996,5,True
151,ZECUSDT,2025-05-01,2025-05-03,stop_loss,-5.3,37.41,35.5395,3,True
152,BNBUSDT,2025-05-08,2025-05-23,time_exit,4.12,629.17,656.98,16,True
153,TRXUSDT,2025-05-08,2025-05-23,time_exit,4.25,0.2571,0.2688,16,True
154,ADAUSDT,2025-05-08,2025-05-17,stop_loss,-5.3,0.7693,0.7308349999999999,10,True
155,LINKUSDT,2025-05-08,2025-05-17,stop_loss,-5.3,15.88,15.086,10,True
156,SOLUSDT,2025-05-08,2025-05-23,time_exit,5.51,164.46,174.01,16,True
157,XRPUSDT,2025-05-08,2025-05-23,time_exit,-1.61,2.3272,2.2966,16,True
158,DOGEUSDT,2025-05-08,2025-05-23,time_exit,13.34,0.19817,0.22521,16,True
159,PEPEUSDT,2025-05-08,2025-05-23,time_exit,23.89,1.112e-05,1.381e-05,16,True
160,NEARUSDT,2025-05-09,2025-05-17,stop_loss,-5.3,2.901,2.75595,9,False
161,TRXUSDT,2025-06-05,2025-06-13,stop_loss,-5.3,0.282,0.26789999999999997,9,True
162,AAVEUSDT,2025-06-09,2025-06-13,stop_loss,-5.3,283.31,269.1445,5,True
163,ETHUSDT,2025-06-10,2025-06-12,stop_loss,-5.3,2816.4,2675.58,3,True
164,UNIUSDT,2025-06-10,2025-06-11,stop_loss,-5.3,8.665,8.231749999999998,2,True
165,PEPEUSDT,2025-07-09,2025-07-24,time_exit,11.83,1.105e-05,1.239e-05,16,True
166,XRPUSDT,2025-07-09,2025-07-24,time_exit,30.55,2.4038,3.1453,16,True
167,ENAUSDT,2025-07-09,2025-07-24,time_exit,63.9,0.2874,0.4719,16,True
168,UNIUSDT,2025-07-09,2025-07-24,time_exit,21.66,8.301,10.124,16,True
169,ADAUSDT,2025-07-09,2025-07-24,time_exit,29.14,0.6227,0.806,16,True
170,DOGEUSDT,2025-07-09,2025-07-24,time_exit,28.31,0.18053,0.23218,16,True
171,BNBUSDT,2025-07-10,2025-07-25,time_exit,14.23,685.8,785.45,16,True
172,WLDUSDT,2025-07-10,2025-07-12,stop_loss,-5.3,1.068,1.0146,3,True
173,SOLUSDT,2025-07-10,2025-07-25,time_exit,13.34,164.34,186.76,16,False
174,LINKUSDT,2025-07-10,2025-07-25,time_exit,19.73,15.23,18.28,16,False
175,SUIUSDT,2025-07-10,2025-07-11,stop_loss,-5.3,3.4909,3.3163549999999997,2,False
176,TRUMPUSDT,2025-07-10,2025-07-14,stop_loss,-5.3,9.8,9.31,5,False
177,NEARUSDT,2025-07-10,2025-07-25,time_exit,13.22,2.515,2.855,16,False
178,BTCUSDT,2025-08-13,2025-08-15,stop_loss,-5.3,123306.43,117141.10849999999,3,True
179,SOLUSDT,2026-03-16,2026-03-18,stop_loss,-5.3,96.2,91.39,3,True
180,SUIUSDT,2026-03-16,2026-03-17,stop_loss,-5.3,1.0734,1.0197299999999998,2,True
181,UNIUSDT,2026-03-16,2026-03-17,stop_loss,-5.3,4.157,3.94915,2,True
182,LINKUSDT,2026-03-16,2026-03-18,stop_loss,-5.3,9.92,9.424,3,True
183,ZECUSDT,2026-03-16,2026-03-18,stop_loss,-5.3,276.87,263.0265,3,True
184,DOGEUSDT,2026-03-16,2026-03-18,stop_loss,-5.3,0.10304,0.097888,3,True
185,AAVEUSDT,2026-03-16,2026-03-18,stop_loss,-5.3,122.33,116.2135,3,True
186,ENAUSDT,2026-03-16,2026-03-18,stop_loss,-5.3,0.1196,0.11362,3,True
187,PEPEUSDT,2026-04-07,2026-04-08,stop_loss,-5.3,3.71e-06,3.5245e-06,2,True
188,ETHUSDT,2026-04-07,2026-04-22,time_exit,5.68,2240.01,2374.07,16,True
189,ZECUSDT,2026-04-07,2026-04-19,stop_loss,-5.3,320.78,304.741,13,True
190,PROMUSDT,2026-04-11,2026-04-26,time_exit,99.36,1.186,2.368,16,True
191,PEPEUSDT,2026-04-13,2026-04-14,stop_loss,-5.3,3.75e-06,3.5624999999999998e-06,2,True
192,AAVEUSDT,2026-04-15,2026-04-18,stop_loss,-5.3,105.53,100.2535,4,True
193,XRPUSDT,2026-04-15,2026-04-30,time_exit,-2.05,1.3922,1.3679,16,True
194,TRXUSDT,2026-04-15,2026-04-30,time_exit,-0.48,0.3272,0.3266,16,True
195,LINKUSDT,2026-04-16,2026-04-19,stop_loss,-5.3,9.59,9.1105,4,True
196,SUIUSDT,2026-04-16,2026-04-18,stop_loss,-5.3,1.0006,0.9505699999999999,3,True
197,BMTUSDT,2026-04-16,2026-04-29,stop_loss,-5.3,0.01588,0.015085999999999997,14,False
198,SOLUSDT,2026-04-16,2026-04-19,stop_loss,-5.3,89.05,84.5975,4,False
199,DOGEUSDT,2026-04-16,2026-04-18,stop_loss,-5.3,0.09921,0.0942495,3,False
200,TRUMPUSDT,2026-04-16,2026-04-18,stop_loss,-5.3,3.071,2.91745,3,False
201,PEPEUSDT,2026-04-16,2026-04-18,stop_loss,-5.3,3.98e-06,3.781e-06,3,False
202,BNBUSDT,2026-04-16,2026-05-01,time_exit,-3.51,635.77,615.34,16,False
203,DOGEUSDT,2026-04-29,2026-05-14,time_exit,10.63,0.10408,0.11546,16,True
204,ZECUSDT,2026-05-01,2026-05-16,time_exit,32.53,384.97,511.34,16,True
205,TRXUSDT,2026-05-03,2026-05-18,time_exit,4.78,0.3385,0.3557,16,True
206,PEPEUSDT,2026-05-05,2026-05-15,stop_loss,-5.3,4.11e-06,3.9045e-06,11,True
207,BTCUSDT,2026-05-05,2026-05-17,stop_loss,-5.3,80905.52,76860.244,13,True
208,ADAUSDT,2026-05-05,2026-05-17,stop_loss,-5.3,0.262,0.2489,13,True
209,LINKUSDT,2026-05-05,2026-05-20,time_exit,-1.57,9.76,9.636,16,True
210,UNIUSDT,2026-05-06,2026-05-21,time_exit,3.53,3.475,3.608,16,True
211,SUIUSDT,2026-05-06,2026-05-21,time_exit,12.97,0.9926,1.1243,16,False
212,SOLUSDT,2026-05-06,2026-05-17,stop_loss,-5.3,89.16,84.702,12,False
213,NEARUSDT,2026-05-06,2026-05-21,time_exit,29.29,1.487,1.927,16,False
214,BNBUSDT,2026-05-06,2026-05-21,time_exit,1.37,647.74,658.58,16,False
215,BMTUSDT,2026-05-07,2026-05-15,stop_loss,-5.3,0.01753,0.016653499999999998,9,False
216,ENAUSDT,2026-05-08,2026-05-12,stop_loss,-5.3,0.1317,0.125115,5,False
217,AAVEUSDT,2026-05-10,2026-05-12,stop_loss,-5.3,102.15,97.0425,3,False
218,WLDUSDT,2026-05-10,2026-05-12,stop_loss,-5.3,0.2836,0.26942,3,False
219,XRPUSDT,2026-05-10,2026-05-16,stop_loss,-5.3,1.4734,1.39973,7,False
220,ENAUSDT,2026-07-21,2026-07-27,stop_loss,-5.3,0.0868,0.08245999999999999,7,True
221,BTCUSDT,2026-07-21,2026-07-28,stop_loss,-5.3,66556.16,63228.352,8,True
222,AAVEUSDT,2026-07-26,2026-07-29,stop_loss,-5.3,101.47,96.39649999999999,4,True
223,PEPEUSDT,2026-07-26,2026-07-27,stop_loss,-5.3,2.98e-06,2.8309999999999997e-06,2,True
224,UNIUSDT,2026-07-29,2026-08-04,stop_loss,-5.3,3.991,3.7914499999999998,7,True
225,BNBUSDT,2026-07-30,2026-08-14,time_exit,2.4,591.99,607.96,16,True
226,ADAUSDT,2026-08-02,2026-08-14,stop_loss,-5.3,0.1895,0.180025,13,True
227,ENAUSDT,2026-08-03,2026-08-09,stop_loss,-5.3,0.093,0.08835,7,True
228,LINKUSDT,2026-08-11,2026-08-26,time_exit,32.11,8.779,11.624,16,True
229,TRXUSDT,2026-08-11,2026-08-26,time_exit,-0.06,0.3352,0.336,16,True
230,TRUMPUSDT,2026-08-19,2026-08-20,stop_loss,-5.3,1.793,1.70335,2,True
231,WLDUSDT,2026-08-20,2026-08-30,stop_loss,-5.3,0.3737,0.35501499999999997,11,True
232,NEARUSDT,2026-08-21,2026-08-22,stop_loss,-5.3,1.968,1.8696,2,True
