,kapital_start,kapital_ende,gebunden,exposure,n_offen
2025-04-19,181.58693377539268,181.58693377539268,57.98041903612738,0.3192984089254139,22
2025-04-20,181.58693377539268,181.58693377539268,57.98041903612738,0.3192984089254139,22
2025-04-21,181.58693377539268,181.32974248788807,63.23831541786981,0.34825366618112585,26
2025-04-22,181.32974248788807,181.4162061364031,54.407154343790175,0.3000453957376811,22
2025-04-23,181.4162061364031,181.90437725708793,49.09573063701912,0.27062483381504,17
2025-04-24,181.90437725708793,181.97054895603264,48.11141690353896,0.26448740612515576,16
2025-04-25,181.97054895603264,181.97054895603264,46.0476598943578,0.25305006858820733,15
2025-04-26,181.97054895603264,181.97054895603264,46.0476598943578,0.25305006858820733,15
2025-04-27,181.97054895603264,181.97054895603264,46.0476598943578,0.25305006858820733,15
2025-04-28,181.97054895603264,181.97054895603264,46.0476598943578,0.25305006858820733,15
2025-04-29,181.97054895603264,181.97054895603264,50.661829488998514,0.27840675196973397,20
2025-04-30,181.97054895603264,181.97054895603264,56.811789436650244,0.3122032095994665,22
2025-05-01,181.97054895603264,183.87432395603264,58.65745727450653,0.32234588295207717,24
2025-05-02,183.87432395603264,183.9467311578075,52.67265727450652,0.28646010025359175,23
2025-05-03,183.9467311578075,183.9467311578075,46.49204218059654,0.2527473137900511,21
2025-05-04,183.9467311578075,183.9467311578075,46.49204218059654,0.2527473137900511,21
2025-05-05,183.9467311578075,184.15959291838158,46.49204218059654,0.2527473137900511,21
2025-05-06,184.15959291838158,183.72573883576095,47.96208335342337,0.26043760519540177,22
2025-05-07,183.72573883576095,183.70561909529033,46.443815002239944,0.2527888324006564,25
2025-05-08,183.70561909529033,183.7314691415912,60.13530254908402,0.32734601611663877,30
2025-05-09,183.7314691415912,183.7124445262348,60.13866432850442,0.3273182575063341,30
2025-05-10,183.7124445262348,183.7124445262348,56.44732865279185,0.30725914511866925,26
2025-05-11,183.7124445262348,183.7124445262348,56.44732865279185,0.30725914511866925,26
2025-05-12,183.7124445262348,183.8237171584757,108.78608208922071,0.5921541263563431,48
2025-05-13,183.8237171584757,183.82136261093837,117.57567575015156,0.6396110228191543,54
2025-05-14,183.82136261093837,183.90351801641097,117.21534583781491,0.6376589976971477,53
2025-05-15,183.90351801641097,184.14357340566139,119.45987301017308,0.6495790526395089,56
2025-05-16,184.14357340566139,184.18836319226293,103.00099496708512,0.5593515595582463,44
2025-05-17,184.18836319226293,184.18836319226293,100.07375910177197,0.5433229188171411,42
2025-05-18,184.18836319226293,184.18836319226293,100.07375910177197,0.5433229188171411,42
2025-05-19,184.18836319226293,184.18836319226293,100.07375910177197,0.5433229188171411,42
2025-05-20,184.18836319226293,184.18668230255273,100.07375910177197,0.5433229188171411,42
2025-05-21,184.18668230255273,184.19549423951835,106.54985063733969,0.5784883538013702,46
2025-05-22,184.19549423951835,184.2534849345204,111.92120322468853,0.6076218296586123,50
2025-05-23,184.2534849345204,183.87501673704926,134.68572997745716,0.7309806380341815,67
2025-05-24,183.87501673704926,183.87501673704926,128.57123752261356,0.6992316835868847,65
2025-05-25,183.87501673704926,183.87501673704926,128.57123752261356,0.6992316835868847,65
2025-05-26,183.87501673704926,183.87501673704926,128.57123752261356,0.6992316835868847,65
